id_venda,id_produto,id_cliente,data,quantidade,preco
6139,9,30,2022-09-06,5,22.67
6140,10,2,2022-09-06,9,32.83
6141,1,13,2022-09-07,1,53.87
6142,2,21,2022-09-07,4,46.67
6143,3,15,2022-09-07,3,19.3
6144,4,22,2022-09-07,4,26.62
6145,5,12,2022-09-07,3,18.41
6146,6,27,2022-09-07,1,23.58
6147,7,30,2022-09-07,3,14.78
6148,8,10,2022-09-07,7,12.9
6149,9,4,2022-09-07,2,22.67
6150,10,21,2022-09-07,9,32.83
6151,1,19,2022-09-08,4,53.87
6152,2,20,2022-09-08,1,46.67
6153,3,21,2022-09-08,1,19.3
6154,4,29,2022-09-08,3,26.62
6155,5,5,2022-09-08,1,18.41
6156,6,3,2022-09-08,1,23.58
6157,7,8,2022-09-08,4,14.78
6158,8,2,2022-09-08,1,12.9
6159,9,26,2022-09-08,4,22.67
6160,10,1,2022-09-08,6,32.83
6161,1,10,2022-09-09,1,53.87
6162,2,11,2022-09-09,4,46.67
6163,3,7,2022-09-09,3,19.3
6164,4,13,2022-09-09,4,26.62
6165,5,2,2022-09-09,2,18.41
6166,6,28,2022-09-09,2,23.58
6167,7,22,2022-09-09,1,14.78
6168,8,23,2022-09-09,4,12.9
6169,9,5,2022-09-09,5,22.67
6170,10,19,2022-09-09,2,32.83
6171,1,27,2022-09-10,4,53.87
6172,2,5,2022-09-10,1,46.67
6173,3,22,2022-09-10,4,19.3
6174,4,13,2022-09-10,3,26.62
6175,5,27,2022-09-10,2,18.41
6176,6,28,2022-09-10,1,23.58
6177,7,3,2022-09-10,2,14.78
6178,8,7,2022-09-10,7,12.9
6179,9,25,2022-09-10,6,22.67
6180,10,25,2022-09-10,6,32.83
6181,1,8,2022-09-11,3,53.87
6182,2,6,2022-09-11,1,46.67
6183,3,8,2022-09-11,2,19.3
6184,4,23,2022-09-11,4,26.62
6185,5,23,2022-09-11,1,18.41
6186,6,17,2022-09-11,4,23.58
6187,7,6,2022-09-11,2,14.78
6188,8,4,2022-09-11,4,12.9
6189,9,20,2022-09-11,5,22.67
6190,10,17,2022-09-11,7,32.83
6191,1,22,2022-09-12,3,53.87
6192,2,6,2022-09-12,3,46.67
6193,3,21,2022-09-12,3,19.3
6194,4,12,2022-09-12,3,26.62
6195,5,30,2022-09-12,4,18.41
6196,6,25,2022-09-12,4,23.58
6197,7,3,2022-09-12,1,14.78
6198,8,11,2022-09-12,1,12.9
6199,9,3,2022-09-12,3,22.67
6200,10,18,2022-09-12,1,32.83
6201,1,20,2022-09-13,4,53.87
6202,2,9,2022-09-13,4,46.67
6203,3,28,2022-09-13,4,19.3
6204,4,15,2022-09-13,2,26.62
6205,5,29,2022-09-13,3,18.41
6206,6,27,2022-09-13,2,23.58
6207,7,25,2022-09-13,1,14.78
6208,8,11,2022-09-13,5,12.9
6209,9,23,2022-09-13,4,22.67
6210,10,22,2022-09-13,9,32.83
6211,1,24,2022-09-14,4,53.87
6212,2,8,2022-09-14,2,46.67
6213,3,9,2022-09-14,3,19.3
6214,4,4,2022-09-14,4,26.62
6215,5,15,2022-09-14,1,18.41
6216,6,26,2022-09-14,2,23.58
6217,7,29,2022-09-14,2,14.78
6218,8,24,2022-09-14,4,12.9
6219,9,3,2022-09-14,3,22.67
6220,10,4,2022-09-14,5,32.83
6221,1,3,2022-09-15,2,53.87
6222,2,19,2022-09-15,1,46.67
6223,3,5,2022-09-15,3,19.3
6224,4,25,2022-09-15,1,26.62
6225,5,11,2022-09-15,3,18.41
6226,6,18,2022-09-15,1,23.58
6227,7,28,2022-09-15,1,14.78
6228,8,21,2022-09-15,7,12.9
6229,9,8,2022-09-15,1,22.67
6230,10,20,2022-09-15,5,32.83
6231,1,23,2022-09-16,2,53.87
6232,2,11,2022-09-16,1,46.67
6233,3,9,2022-09-16,2,19.3
6234,4,2,2022-09-16,2,26.62
6235,5,4,2022-09-16,2,18.41
6236,6,11,2022-09-16,3,23.58
6237,7,26,2022-09-16,4,14.78
6238,8,25,2022-09-16,5,12.9
6239,9,11,2022-09-16,3,22.67
6240,10,22,2022-09-16,9,32.83
6241,1,16,2022-09-17,3,53.87
6242,2,29,2022-09-17,1,46.67
6243,3,25,2022-09-17,1,19.3
6244,4,7,2022-09-17,1,26.62
6245,5,12,2022-09-17,3,18.41
6246,6,11,2022-09-17,1,23.58
6247,7,26,2022-09-17,3,14.78
6248,8,10,2022-09-17,3,12.9
6249,9,24,2022-09-17,5,22.67
6250,10,14,2022-09-17,5,32.83
6251,1,27,2022-09-18,1,53.87
6252,2,29,2022-09-18,3,46.67
6253,3,18,2022-09-18,1,19.3
6254,4,13,2022-09-18,3,26.62
6255,5,17,2022-09-18,4,18.41
6256,6,1,2022-09-18,2,23.58
6257,7,9,2022-09-18,1,14.78
6258,8,6,2022-09-18,8,12.9
6259,9,16,2022-09-18,6,22.67
6260,10,6,2022-09-18,3,32.83
6261,1,10,2022-09-19,1,53.87
6262,2,3,2022-09-19,1,46.67
6263,3,7,2022-09-19,2,19.3
6264,4,8,2022-09-19,2,26.62
6265,5,12,2022-09-19,1,18.41
6266,6,19,2022-09-19,1,23.58
6267,7,2,2022-09-19,2,14.78
6268,8,9,2022-09-19,4,12.9
6269,9,19,2022-09-19,6,22.67
6270,10,6,2022-09-19,9,32.83
6271,1,29,2022-09-20,4,53.87
6272,2,30,2022-09-20,4,46.67
6273,3,21,2022-09-20,3,19.3
6274,4,10,2022-09-20,1,26.62
6275,5,6,2022-09-20,4,18.41
6276,6,12,2022-09-20,3,23.58
6277,7,5,2022-09-20,2,14.78
6278,8,16,2022-09-20,4,12.9
6279,9,4,2022-09-20,4,22.67
6280,10,6,2022-09-20,6,32.83
6281,1,17,2022-09-21,1,53.87
6282,2,17,2022-09-21,2,46.67
6283,3,30,2022-09-21,1,19.3
6284,4,10,2022-09-21,3,26.62
6285,5,3,2022-09-21,2,18.41
6286,6,1,2022-09-21,2,23.58
6287,7,1,2022-09-21,1,14.78
6288,8,10,2022-09-21,2,12.9
6289,9,16,2022-09-21,3,22.67
6290,10,15,2022-09-21,4,32.83
6291,1,29,2022-09-22,2,53.87
6292,2,22,2022-09-22,2,46.67
6293,3,19,2022-09-22,1,19.3
6294,4,26,2022-09-22,4,26.62
6295,5,2,2022-09-22,4,18.41
6296,6,10,2022-09-22,1,23.58
6297,7,16,2022-09-22,2,14.78
6298,8,3,2022-09-22,4,12.9
6299,9,24,2022-09-22,2,22.67
6300,10,7,2022-09-22,5,32.83
6301,1,22,2022-09-23,3,53.87
6302,2,20,2022-09-23,1,46.67
6303,3,6,2022-09-23,3,19.3
6304,4,20,2022-09-23,3,26.62
6305,5,21,2022-09-23,1,18.41
6306,6,27,2022-09-23,1,23.58
6307,7,2,2022-09-23,1,14.78
6308,8,20,2022-09-23,4,12.9
6309,9,26,2022-09-23,7,22.67
6310,10,6,2022-09-23,3,32.83
6311,1,9,2022-09-24,4,53.87
6312,2,10,2022-09-24,2,46.67
6313,3,9,2022-09-24,2,19.3
6314,4,16,2022-09-24,1,26.62
6315,5,20,2022-09-24,2,18.41
6316,6,17,2022-09-24,1,23.58
6317,7,13,2022-09-24,3,14.78
6318,8,20,2022-09-24,1,12.9
6319,9,27,2022-09-24,6,22.67
6320,10,8,2022-09-24,4,32.83
6321,1,18,2022-09-25,1,53.87
6322,2,5,2022-09-25,3,46.67
6323,3,13,2022-09-25,1,19.3
6324,4,6,2022-09-25,1,26.62
6325,5,9,2022-09-25,3,18.41
6326,6,16,2022-09-25,1,23.58
6327,7,13,2022-09-25,2,14.78
6328,8,15,2022-09-25,6,12.9
6329,9,16,2022-09-25,6,22.67
6330,10,25,2022-09-25,4,32.83
6331,1,22,2022-09-26,1,53.87
6332,2,10,2022-09-26,2,46.67
6333,3,3,2022-09-26,3,19.3
6334,4,30,2022-09-26,4,26.62
6335,5,11,2022-09-26,3,18.41
6336,6,12,2022-09-26,3,23.58
6337,7,28,2022-09-26,3,14.78
6338,8,20,2022-09-26,2,12.9
6339,9,27,2022-09-26,1,22.67
6340,10,9,2022-09-26,2,32.83
6341,1,25,2022-09-27,4,53.87
6342,2,24,2022-09-27,4,46.67
6343,3,21,2022-09-27,1,19.3
6344,4,4,2022-09-27,1,26.62
6345,5,29,2022-09-27,2,18.41
6346,6,4,2022-09-27,4,23.58
6347,7,28,2022-09-27,1,14.78
6348,8,14,2022-09-27,3,12.9
6349,9,24,2022-09-27,2,22.67
6350,10,13,2022-09-27,1,32.83
6351,1,20,2022-09-28,1,53.87
6352,2,30,2022-09-28,2,46.67
6353,3,17,2022-09-28,2,19.3
6354,4,18,2022-09-28,4,26.62
6355,5,18,2022-09-28,2,18.41
6356,6,12,2022-09-28,1,23.58
6357,7,17,2022-09-28,1,14.78
6358,8,18,2022-09-28,7,12.9
6359,9,10,2022-09-28,1,22.67
6360,10,9,2022-09-28,3,32.83
6361,1,25,2022-09-29,1,53.87
6362,2,9,2022-09-29,1,46.67
6363,3,19,2022-09-29,4,19.3
6364,4,7,2022-09-29,3,26.62
6365,5,22,2022-09-29,1,18.41
6366,6,3,2022-09-29,1,23.58
6367,7,18,2022-09-29,1,14.78
6368,8,21,2022-09-29,8,12.9
6369,9,19,2022-09-29,9,22.67
6370,10,24,2022-09-29,4,32.83
6371,1,16,2022-09-30,2,53.87
6372,2,15,2022-09-30,2,46.67
6373,3,21,2022-09-30,3,19.3
6374,4,8,2022-09-30,3,26.62
6375,5,10,2022-09-30,3,18.41
6376,6,3,2022-09-30,2,23.58
6377,7,10,2022-09-30,2,14.78
6378,8,12,2022-09-30,4,12.9
6379,9,17,2022-09-30,2,22.67
6380,10,27,2022-09-30,6,32.83
6381,1,14,2022-10-01,4,53.87
6382,2,11,2022-10-01,1,46.67
6383,3,7,2022-10-01,3,19.3
6384,4,18,2022-10-01,3,26.62
6385,5,1,2022-10-01,4,18.41
6386,6,18,2022-10-01,3,23.58
6387,7,22,2022-10-01,1,14.78
6388,8,7,2022-10-01,2,12.9
6389,9,4,2022-10-01,3,22.67
6390,10,18,2022-10-01,2,32.83
6391,1,3,2022-10-02,3,53.87
6392,2,19,2022-10-02,1,46.67
6393,3,19,2022-10-02,1,19.3
6394,4,25,2022-10-02,2,26.62
6395,5,11,2022-10-02,3,18.41
6396,6,5,2022-10-02,3,23.58
6397,7,25,2022-10-02,2,14.78
6398,8,11,2022-10-02,8,12.9
6399,9,30,2022-10-02,7,22.67
6400,10,18,2022-10-02,4,32.83
6401,1,23,2022-10-03,1,53.87
6402,2,20,2022-10-03,3,46.67
6403,3,12,2022-10-03,1,19.3
6404,4,5,2022-10-03,1,26.62
6405,5,23,2022-10-03,1,18.41
6406,6,10,2022-10-03,2,23.58
6407,7,10,2022-10-03,2,14.78
6408,8,8,2022-10-03,4,12.9
6409,9,12,2022-10-03,2,22.67
6410,10,26,2022-10-03,1,32.83
6411,1,23,2022-10-04,4,53.87
6412,2,25,2022-10-04,1,46.67
6413,3,21,2022-10-04,4,19.3
6414,4,11,2022-10-04,1,26.62
6415,5,15,2022-10-04,3,18.41
6416,6,30,2022-10-04,3,23.58
6417,7,14,2022-10-04,1,14.78
6418,8,22,2022-10-04,1,12.9
6419,9,6,2022-10-04,5,22.67
6420,10,4,2022-10-04,5,32.83
6421,1,19,2022-10-05,3,53.87
6422,2,13,2022-10-05,3,46.67
6423,3,8,2022-10-05,4,19.3
6424,4,22,2022-10-05,2,26.62
6425,5,26,2022-10-05,1,18.41
6426,6,6,2022-10-05,1,23.58
6427,7,27,2022-10-05,2,14.78
6428,8,20,2022-10-05,3,12.9
6429,9,25,2022-10-05,4,22.67
6430,10,8,2022-10-05,5,32.83
6431,1,11,2022-10-06,1,53.87
6432,2,16,2022-10-06,4,46.67
6433,3,1,2022-10-06,1,19.3
6434,4,19,2022-10-06,1,26.62
6435,5,25,2022-10-06,2,18.41
6436,6,9,2022-10-06,4,23.58
6437,7,6,2022-10-06,3,14.78
6438,8,13,2022-10-06,2,12.9
6439,9,21,2022-10-06,1,22.67
6440,10,22,2022-10-06,4,32.83
6441,1,18,2022-10-07,3,53.87
6442,2,11,2022-10-07,4,46.67
6443,3,27,2022-10-07,3,19.3
6444,4,28,2022-10-07,3,26.62
6445,5,10,2022-10-07,1,18.41
6446,6,23,2022-10-07,4,23.58
6447,7,13,2022-10-07,1,14.78
6448,8,10,2022-10-07,3,12.9
6449,9,11,2022-10-07,3,22.67
6450,10,6,2022-10-07,9,32.83
6451,1,14,2022-10-08,1,53.87
6452,2,25,2022-10-08,2,46.67
6453,3,2,2022-10-08,3,19.3
6454,4,27,2022-10-08,1,26.62
6455,5,4,2022-10-08,1,18.41
6456,6,17,2022-10-08,2,23.58
6457,7,10,2022-10-08,3,14.78
6458,8,27,2022-10-08,8,12.9
6459,9,25,2022-10-08,5,22.67
6460,10,21,2022-10-08,2,32.83
6461,1,28,2022-10-09,1,53.87
6462,2,17,2022-10-09,4,46.67
6463,3,23,2022-10-09,1,19.3
6464,4,22,2022-10-09,3,26.62
6465,5,18,2022-10-09,2,18.41
6466,6,1,2022-10-09,3,23.58
6467,7,17,2022-10-09,2,14.78
6468,8,9,2022-10-09,8,12.9
6469,9,14,2022-10-09,2,22.67
6470,10,7,2022-10-09,2,32.83
6471,1,21,2022-10-10,1,53.87
6472,2,14,2022-10-10,2,46.67
6473,3,6,2022-10-10,1,19.3
6474,4,10,2022-10-10,1,26.62
6475,5,2,2022-10-10,3,18.41
6476,6,6,2022-10-10,1,23.58
6477,7,22,2022-10-10,2,14.78
6478,8,16,2022-10-10,1,12.9
6479,9,17,2022-10-10,4,22.67
6480,10,12,2022-10-10,4,32.83
6481,1,23,2022-10-11,1,53.87
6482,2,1,2022-10-11,2,46.67
6483,3,7,2022-10-11,1,19.3
6484,4,26,2022-10-11,3,26.62
6485,5,27,2022-10-11,1,18.41
6486,6,10,2022-10-11,2,23.58
6487,7,9,2022-10-11,1,14.78
6488,8,12,2022-10-11,2,12.9
6489,9,18,2022-10-11,4,22.67
6490,10,25,2022-10-11,4,32.83
6491,1,5,2022-10-12,1,53.87
6492,2,12,2022-10-12,1,46.67
6493,3,9,2022-10-12,1,19.3
6494,4,27,2022-10-12,1,26.62
6495,5,30,2022-10-12,4,18.41
6496,6,15,2022-10-12,1,23.58
6497,7,22,2022-10-12,3,14.78
6498,8,7,2022-10-12,5,12.9
6499,9,23,2022-10-12,5,22.67
6500,10,13,2022-10-12,1,32.83
6501,1,9,2022-10-13,1,53.87
6502,2,26,2022-10-13,1,46.67
6503,3,3,2022-10-13,2,19.3
6504,4,21,2022-10-13,1,26.62
6505,5,1,2022-10-13,3,18.41
6506,6,10,2022-10-13,1,23.58
6507,7,17,2022-10-13,2,14.78
6508,8,30,2022-10-13,1,12.9
6509,9,13,2022-10-13,2,22.67
6510,10,8,2022-10-13,4,32.83
6511,1,4,2022-10-14,3,53.87
6512,2,12,2022-10-14,1,46.67
6513,3,19,2022-10-14,3,19.3
6514,4,13,2022-10-14,1,26.62
6515,5,1,2022-10-14,2,18.41
6516,6,14,2022-10-14,2,23.58
6517,7,6,2022-10-14,1,14.78
6518,8,5,2022-10-14,3,12.9
6519,9,16,2022-10-14,2,22.67
6520,10,20,2022-10-14,5,32.83
6521,1,2,2022-10-15,1,53.87
6522,2,30,2022-10-15,2,46.67
6523,3,8,2022-10-15,3,19.3
6524,4,2,2022-10-15,3,26.62
6525,5,29,2022-10-15,2,18.41
6526,6,1,2022-10-15,2,23.58
6527,7,5,2022-10-15,3,14.78
6528,8,8,2022-10-15,2,12.9
6529,9,2,2022-10-15,8,22.67
6530,10,29,2022-10-15,5,32.83
6531,1,1,2022-10-16,1,53.87
6532,2,19,2022-10-16,2,46.67
6533,3,18,2022-10-16,3,19.3
6534,4,25,2022-10-16,1,26.62
6535,5,5,2022-10-16,4,18.41
6536,6,3,2022-10-16,3,23.58
6537,7,22,2022-10-16,2,14.78
6538,8,11,2022-10-16,4,12.9
6539,9,3,2022-10-16,1,22.67
6540,10,13,2022-10-16,9,32.83
6541,1,6,2022-10-17,3,53.87
6542,2,23,2022-10-17,2,46.67
6543,3,9,2022-10-17,3,19.3
6544,4,13,2022-10-17,1,26.62
6545,5,6,2022-10-17,1,18.41
6546,6,21,2022-10-17,1,23.58
6547,7,24,2022-10-17,2,14.78
6548,8,14,2022-10-17,3,12.9
6549,9,27,2022-10-17,9,22.67
6550,10,30,2022-10-17,7,32.83
6551,1,5,2022-10-18,1,53.87
6552,2,25,2022-10-18,3,46.67
6553,3,8,2022-10-18,2,19.3
6554,4,19,2022-10-18,4,26.62
6555,5,3,2022-10-18,3,18.41
6556,6,3,2022-10-18,2,23.58
6557,7,4,2022-10-18,1,14.78
6558,8,26,2022-10-18,5,12.9
6559,9,21,2022-10-18,3,22.67
6560,10,3,2022-10-18,3,32.83
6561,1,30,2022-10-19,3,53.87
6562,2,26,2022-10-19,3,46.67
6563,3,30,2022-10-19,3,19.3
6564,4,5,2022-10-19,2,26.62
6565,5,10,2022-10-19,1,18.41
6566,6,18,2022-10-19,3,23.58
6567,7,10,2022-10-19,1,14.78
6568,8,4,2022-10-19,3,12.9
6569,9,9,2022-10-19,7,22.67
6570,10,30,2022-10-19,1,32.83
6571,1,21,2022-10-20,4,53.87
6572,2,17,2022-10-20,3,46.67
6573,3,7,2022-10-20,2,19.3
6574,4,3,2022-10-20,1,26.62
6575,5,13,2022-10-20,1,18.41
6576,6,16,2022-10-20,3,23.58
6577,7,19,2022-10-20,2,14.78
6578,8,25,2022-10-20,5,12.9
6579,9,3,2022-10-20,9,22.67
6580,10,12,2022-10-20,4,32.83
6581,1,6,2022-10-21,1,53.87
6582,2,30,2022-10-21,4,46.67
6583,3,19,2022-10-21,1,19.3
6584,4,22,2022-10-21,1,26.62
6585,5,26,2022-10-21,4,18.41
6586,6,4,2022-10-21,3,23.58
6587,7,15,2022-10-21,2,14.78
6588,8,29,2022-10-21,7,12.9
6589,9,1,2022-10-21,6,22.67
6590,10,10,2022-10-21,9,32.83
6591,1,9,2022-10-22,2,53.87
6592,2,16,2022-10-22,1,46.67
6593,3,6,2022-10-22,1,19.3
6594,4,4,2022-10-22,1,26.62
6595,5,19,2022-10-22,4,18.41
6596,6,15,2022-10-22,3,23.58
6597,7,25,2022-10-22,1,14.78
6598,8,8,2022-10-22,7,12.9
6599,9,2,2022-10-22,2,22.67
6600,10,14,2022-10-22,7,32.83
6601,1,19,2022-10-23,1,53.87
6602,2,2,2022-10-23,4,46.67
6603,3,30,2022-10-23,2,19.3
6604,4,15,2022-10-23,2,26.62
6605,5,12,2022-10-23,3,18.41
6606,6,11,2022-10-23,1,23.58
6607,7,18,2022-10-23,1,14.78
6608,8,6,2022-10-23,3,12.9
6609,9,20,2022-10-23,7,22.67
6610,10,9,2022-10-23,1,32.83
6611,1,19,2022-10-24,2,53.87
6612,2,25,2022-10-24,4,46.67
6613,3,22,2022-10-24,1,19.3
6614,4,1,2022-10-24,1,26.62
6615,5,19,2022-10-24,2,18.41
6616,6,12,2022-10-24,1,23.58
6617,7,29,2022-10-24,2,14.78
6618,8,10,2022-10-24,2,12.9
6619,9,28,2022-10-24,8,22.67
6620,10,7,2022-10-24,2,32.83
6621,1,7,2022-10-25,2,53.87
6622,2,19,2022-10-25,2,46.67
6623,3,7,2022-10-25,3,19.3
6624,4,8,2022-10-25,2,26.62
6625,5,5,2022-10-25,2,18.41
6626,6,27,2022-10-25,3,23.58
6627,7,17,2022-10-25,1,14.78
6628,8,1,2022-10-25,2,12.9
6629,9,11,2022-10-25,9,22.67
6630,10,4,2022-10-25,2,32.83
6631,1,13,2022-10-26,3,53.87
6632,2,30,2022-10-26,1,46.67
6633,3,5,2022-10-26,1,19.3
6634,4,6,2022-10-26,2,26.62
6635,5,5,2022-10-26,2,18.41
6636,6,23,2022-10-26,1,23.58
6637,7,7,2022-10-26,1,14.78
6638,8,8,2022-10-26,5,12.9
6639,9,10,2022-10-26,5,22.67
6640,10,1,2022-10-26,1,32.83
6641,1,13,2022-10-27,4,53.87
6642,2,21,2022-10-27,1,46.67
6643,3,3,2022-10-27,2,19.3
6644,4,8,2022-10-27,2,26.62
6645,5,22,2022-10-27,2,18.41
6646,6,29,2022-10-27,3,23.58
6647,7,19,2022-10-27,2,14.78
6648,8,20,2022-10-27,7,12.9
6649,9,12,2022-10-27,4,22.67
6650,10,27,2022-10-27,3,32.83
6651,1,20,2022-10-28,2,53.87
6652,2,14,2022-10-28,2,46.67
6653,3,24,2022-10-28,1,19.3
6654,4,9,2022-10-28,1,26.62
6655,5,14,2022-10-28,2,18.41
6656,6,23,2022-10-28,1,23.58
6657,7,14,2022-10-28,2,14.78
6658,8,7,2022-10-28,4,12.9
6659,9,5,2022-10-28,6,22.67
6660,10,3,2022-10-28,3,32.83
6661,1,21,2022-10-29,1,53.87
6662,2,23,2022-10-29,4,46.67
6663,3,6,2022-10-29,2,19.3
6664,4,8,2022-10-29,2,26.62
6665,5,21,2022-10-29,1,18.41
6666,6,21,2022-10-29,1,23.58
6667,7,1,2022-10-29,3,14.78
6668,8,19,2022-10-29,3,12.9
6669,9,16,2022-10-29,6,22.67
6670,10,5,2022-10-29,2,32.83
6671,1,4,2022-10-30,1,53.87
6672,2,16,2022-10-30,2,46.67
6673,3,7,2022-10-30,2,19.3
6674,4,19,2022-10-30,3,26.62
6675,5,12,2022-10-30,3,18.41
6676,6,7,2022-10-30,1,23.58
6677,7,21,2022-10-30,2,14.78
6678,8,30,2022-10-30,6,12.9
6679,9,17,2022-10-30,3,22.67
6680,10,4,2022-10-30,3,32.83
6681,1,29,2022-10-31,3,53.87
6682,2,21,2022-10-31,4,46.67
6683,3,4,2022-10-31,1,19.3
6684,4,6,2022-10-31,4,26.62
6685,5,12,2022-10-31,3,18.41
6686,6,28,2022-10-31,1,23.58
6687,7,10,2022-10-31,4,14.78
6688,8,27,2022-10-31,5,12.9
6689,9,6,2022-10-31,8,22.67
6690,10,10,2022-10-31,3,32.83
6691,1,26,2022-11-01,2,53.87
6692,2,27,2022-11-01,1,46.67
6693,3,8,2022-11-01,1,19.3
6694,4,6,2022-11-01,4,26.62
6695,5,21,2022-11-01,2,18.41
6696,6,20,2022-11-01,3,23.58
6697,7,30,2022-11-01,1,14.78
6698,8,30,2022-11-01,5,12.9
6699,9,17,2022-11-01,7,22.67
6700,10,20,2022-11-01,4,32.83
6701,1,25,2022-11-02,1,53.87
6702,2,4,2022-11-02,2,46.67
6703,3,27,2022-11-02,1,19.3
6704,4,8,2022-11-02,4,26.62
6705,5,21,2022-11-02,3,18.41
6706,6,4,2022-11-02,4,23.58
6707,7,5,2022-11-02,4,14.78
6708,8,14,2022-11-02,4,12.9
6709,9,11,2022-11-02,6,22.67
6710,10,2,2022-11-02,2,32.83
6711,1,23,2022-11-03,4,53.87
6712,2,7,2022-11-03,1,46.67
6713,3,30,2022-11-03,1,19.3
6714,4,27,2022-11-03,1,26.62
6715,5,4,2022-11-03,1,18.41
6716,6,2,2022-11-03,2,23.58
6717,7,24,2022-11-03,1,14.78
6718,8,23,2022-11-03,5,12.9
6719,9,1,2022-11-03,6,22.67
6720,10,2,2022-11-03,3,32.83
6721,1,10,2022-11-04,2,53.87
6722,2,4,2022-11-04,1,46.67
6723,3,2,2022-11-04,2,19.3
6724,4,29,2022-11-04,2,26.62
6725,5,26,2022-11-04,2,18.41
6726,6,5,2022-11-04,1,23.58
6727,7,11,2022-11-04,1,14.78
6728,8,2,2022-11-04,6,12.9
6729,9,8,2022-11-04,4,22.67
6730,10,10,2022-11-04,8,32.83
6731,1,15,2022-11-05,1,53.87
6732,2,8,2022-11-05,2,46.67
6733,3,1,2022-11-05,2,19.3
6734,4,7,2022-11-05,1,26.62
6735,5,15,2022-11-05,3,18.41
6736,6,24,2022-11-05,2,23.58
6737,7,17,2022-11-05,4,14.78
6738,8,16,2022-11-05,7,12.9
6739,9,19,2022-11-05,1,22.67
6740,10,14,2022-11-05,4,32.83
6741,1,14,2022-11-06,3,53.87
6742,2,10,2022-11-06,1,46.67
6743,3,4,2022-11-06,1,19.3
6744,4,6,2022-11-06,4,26.62
6745,5,18,2022-11-06,3,18.41
6746,6,6,2022-11-06,4,23.58
6747,7,15,2022-11-06,3,14.78
6748,8,12,2022-11-06,6,12.9
6749,9,3,2022-11-06,5,22.67
6750,10,4,2022-11-06,4,32.83
6751,1,3,2022-11-07,2,53.87
6752,2,3,2022-11-07,3,46.67
6753,3,1,2022-11-07,1,19.3
6754,4,26,2022-11-07,1,26.62
6755,5,28,2022-11-07,1,18.41
6756,6,1,2022-11-07,1,23.58
6757,7,2,2022-11-07,3,14.78
6758,8,5,2022-11-07,8,12.9
6759,9,11,2022-11-07,8,22.67
6760,10,15,2022-11-07,2,32.83
6761,1,18,2022-11-08,2,53.87
6762,2,9,2022-11-08,3,46.67
6763,3,22,2022-11-08,1,19.3
6764,4,4,2022-11-08,4,26.62
6765,5,25,2022-11-08,3,18.41
6766,6,21,2022-11-08,1,23.58
6767,7,3,2022-11-08,2,14.78
6768,8,25,2022-11-08,6,12.9
6769,9,16,2022-11-08,4,22.67
6770,10,27,2022-11-08,8,32.83
6771,1,13,2022-11-09,2,53.87
6772,2,22,2022-11-09,2,46.67
6773,3,15,2022-11-09,4,19.3
6774,4,29,2022-11-09,3,26.62
6775,5,21,2022-11-09,3,18.41
6776,6,6,2022-11-09,1,23.58
6777,7,5,2022-11-09,1,14.78
6778,8,10,2022-11-09,6,12.9
6779,9,19,2022-11-09,4,22.67
6780,10,15,2022-11-09,3,32.83
6781,1,20,2022-11-10,2,53.87
6782,2,2,2022-11-10,1,46.67
6783,3,7,2022-11-10,1,19.3
6784,4,4,2022-11-10,3,26.62
6785,5,22,2022-11-10,2,18.41
6786,6,19,2022-11-10,2,23.58
6787,7,12,2022-11-10,1,14.78
6788,8,22,2022-11-10,4,12.9
6789,9,6,2022-11-10,6,22.67
6790,10,4,2022-11-10,3,32.83
6791,1,12,2022-11-11,4,53.87
6792,2,9,2022-11-11,4,46.67
6793,3,29,2022-11-11,1,19.3
6794,4,24,2022-11-11,1,26.62
6795,5,17,2022-11-11,3,18.41
6796,6,9,2022-11-11,3,23.58
6797,7,11,2022-11-11,2,14.78
6798,8,9,2022-11-11,6,12.9
6799,9,26,2022-11-11,6,22.67
6800,10,15,2022-11-11,7,32.83
6801,1,20,2022-11-12,1,53.87
6802,2,5,2022-11-12,1,46.67
6803,3,27,2022-11-12,4,19.3
6804,4,4,2022-11-12,1,26.62
6805,5,1,2022-11-12,3,18.41
6806,6,21,2022-11-12,3,23.58
6807,7,22,2022-11-12,3,14.78
6808,8,23,2022-11-12,2,12.9
6809,9,12,2022-11-12,9,22.67
6810,10,28,2022-11-12,5,32.83
6811,1,19,2022-11-13,1,53.87
6812,2,26,2022-11-13,3,46.67
6813,3,2,2022-11-13,1,19.3
6814,4,26,2022-11-13,1,26.62
6815,5,10,2022-11-13,3,18.41
6816,6,20,2022-11-13,3,23.58
6817,7,17,2022-11-13,4,14.78
6818,8,19,2022-11-13,7,12.9
6819,9,1,2022-11-13,8,22.67
6820,10,21,2022-11-13,1,32.83
6821,1,1,2022-11-14,2,53.87
6822,2,6,2022-11-14,1,46.67
6823,3,26,2022-11-14,4,19.3
6824,4,14,2022-11-14,1,26.62
6825,5,1,2022-11-14,2,18.41
6826,6,1,2022-11-14,4,23.58
6827,7,3,2022-11-14,2,14.78
6828,8,17,2022-11-14,1,12.9
6829,9,10,2022-11-14,3,22.67
6830,10,15,2022-11-14,4,32.83
6831,1,23,2022-11-15,3,53.87
6832,2,30,2022-11-15,2,46.67
6833,3,23,2022-11-15,1,19.3
6834,4,10,2022-11-15,2,26.62
6835,5,11,2022-11-15,2,18.41
6836,6,3,2022-11-15,3,23.58
